,0,0
140,1868628.6477155685,1100000.0
141,1542487.4485221016,1499999.9999999998
142,1678233.9304391772,1600000.0
143,1542487.4485221016,1700000.0
144,1542487.4485221016,1499999.9999999998
145,2285374.558939713,900000.0
146,1678233.9304391772,2200000.0
147,1808936.9151415704,1300000.0
148,2263460.407944306,1800000.0
149,2045052.10658842,2500000.0
150,2285374.558939713,1800000.0
151,1560648.927086352,800000.0
152,2557235.3316542436,3000000.0
153,1413934.6793527016,3000000.0
154,1808936.9151415704,1499999.9999999998
155,2045052.10658842,2000000.0
156,2045052.10658842,1000000.0
157,2045052.10658842,1000000.0
158,2391696.0545858825,1300000.0
159,2045052.10658842,1000000.0
160,1542487.4485221016,1700000.0
161,1808936.9151415704,1939162.7532967776
162,2045052.10658842,2000000.0
163,1808936.9151415704,1499999.9999999998
164,2285374.558939713,2500000.0
165,1808936.9151415704,3000000.0
166,2285374.558939713,2500000.0
167,1808936.9151415704,1800000.0
168,1808936.9151415704,2500000.0
169,1808936.9151415704,2200000.0
170,1808936.9151415704,1800000.0
171,1808936.9151415704,1200000.0
172,2285374.558939713,3500000.0
173,1808936.9151415704,3500000.0
174,1678233.9304391772,2500000.0
175,1560648.927086352,1400000.0
176,1808936.9151415704,1200000.0
177,1808936.9151415704,2000000.0
178,2045052.10658842,2500000.0
179,2285374.558939713,2800000.0
180,1542487.4485221016,1499999.9999999998
181,1808936.9151415704,2500000.0
182,2285374.558939713,3000000.0
183,2557235.3316542436,3000000.0
184,1808936.9151415704,1499999.9999999998
185,1808936.9151415704,2500000.0
186,2285374.558939713,2500000.0
187,2285374.558939713,3500000.0
188,1560648.927086352,1200000.0
189,1473853.2765569962,900000.0
190,2045052.10658842,1700000.0
191,1678233.9304391772,1600000.0
192,2285374.558939713,1939162.7532967776
193,1678233.9304391772,1800000.0
194,1808936.9151415704,1499999.9999999998
195,1808936.9151415704,900000.0
196,1678233.9304391772,1700000.0
197,2045052.10658842,1200000.0
198,1808936.9151415704,2400000.0
199,2045052.10658842,2500000.0
200,1617709.5684594105,1200000.0
201,2045052.10658842,3000000.0
202,1978109.540698317,1800000.0
203,1808936.9151415704,1499999.9999999998
204,2285374.558939713,3000000.0
205,1808936.9151415704,2000000.0
206,1542487.4485221016,1200000.0
207,2045052.10658842,1300000.0
208,1560648.927086352,1499999.9999999998
209,2045052.10658842,2500000.0
210,1560648.927086352,1600000.0
211,1808936.9151415704,2000000.0
212,1868628.6477155685,2500000.0
213,1808936.9151415704,1300000.0
214,1808936.9151415704,2000000.0
215,1808936.9151415704,1300000.0
216,1542487.4485221016,1600000.0
217,2045052.10658842,3000000.0
218,2045052.10658842,1800000.0
219,2045052.10658842,2200000.0
220,1560648.927086352,1400000.0
221,2391696.0545858825,2000000.0
222,1808936.9151415704,1400000.0
223,2150439.1157977195,1700000.0
224,1542487.4485221016,1499999.9999999998
225,1678233.9304391772,2000000.0
226,1808936.9151415704,2000000.0
227,1413934.6793527016,700000.0
228,1808936.9151415704,1000000.0
229,1560648.927086352,1000000.0
230,1560648.927086352,1700000.0
231,1808936.9151415704,2000000.0
232,2045052.10658842,3500000.0
233,2045052.10658842,2000000.0
234,1808936.9151415704,1400000.0
235,1542487.4485221016,1200000.0
236,2557235.3316542436,2800000.0
237,1678233.9304391772,900000.0
238,1880255.2568313289,1000000.0
239,1978109.540698317,3500000.0
240,1808936.9151415704,1000000.0
241,1868628.6477155685,2400000.0
242,2456575.386530569,3500000.0
243,2285374.558939713,1000000.0
244,2285374.558939713,3500000.0
245,1808936.9151415704,1800000.0
246,1560648.927086352,1000000.0
247,2285374.558939713,1499999.9999999998
248,2391696.0545858825,1300000.0
249,1542487.4485221016,600000.0
250,2285374.558939713,2500000.0
251,2045052.10658842,2700000.0
252,1678233.9304391772,2800000.0
253,2184057.6526408857,1000000.0
254,1808936.9151415704,1499999.9999999998
255,1808936.9151415704,1939162.7532967776
256,1808936.9151415704,2500000.0
257,2232946.058966099,700000.0
258,2456575.386530569,2000000.0
259,2373827.4457482863,1939162.7532967776
260,1678233.9304391772,1400000.0
261,2045052.10658842,1499999.9999999998
262,1808936.9151415704,2600000.0
263,1808936.9151415704,1499999.9999999998
264,1678233.9304391772,2300000.0
265,2045052.10658842,1000000.0
266,2045052.10658842,2000000.0
267,2285374.558939713,3500000.0
268,2391696.0545858825,2000000.0
269,2456575.386530569,1939162.7532967776
270,1808936.9151415704,2000000.0
271,2391696.0545858825,3580500.0624235007
272,1808936.9151415704,1499999.9999999998
273,2285374.558939713,1600000.0
274,1542487.4485221016,1499999.9999999998
275,2173813.24233833,2600000.0
276,1542487.4485221016,1000000.0
277,1413934.6793527016,2000000.0
278,2285374.558939713,2000000.0
279,2045052.10658842,2200000.0
280,1808936.9151415704,2200000.0
281,1808936.9151415704,3000000.0
282,1413934.6793527016,3580500.0624235007
283,1808936.9151415704,800000.0
284,1473853.2765569962,1200000.0
285,2045052.10658842,3500000.0
286,1808936.9151415704,2500000.0
287,2456575.386530569,1939162.7532967776
288,1542487.4485221016,2500000.0
289,1808936.9151415704,1499999.9999999998
290,1560648.927086352,2000000.0
291,1985063.3088357884,2900000.0
292,1808936.9151415704,1700000.0
293,2285374.558939713,1700000.0
294,2045052.10658842,2300000.0
295,2045052.10658842,1200000.0
296,1808936.9151415704,3500000.0
297,2285374.558939713,1939162.7532967776
298,1978109.540698317,3900000.0
299,1260677.6476539094,397000.0
300,1527323.7539761653,1100000.0
301,1560648.927086352,1600000.0
302,2557235.3316542436,3000000.0
303,2285374.558939713,2500000.0
304,1542487.4485221016,1800000.0
305,2285374.558939713,2200000.0
306,2557235.3316542436,2500000.0
307,2557235.3316542436,1800000.0
308,1527323.7539761653,1499999.9999999998
309,1808936.9151415704,800000.0
310,2285374.558939713,2500000.0
311,1868628.6477155685,1300000.0
312,1808936.9151415704,1939162.7532967776
313,1808936.9151415704,2500000.0
314,2456575.386530569,2800000.0
315,2045052.10658842,2000000.0
316,2391696.0545858825,2800000.0
317,2045052.10658842,2500000.0
318,2285374.558939713,1499999.9999999998
319,1808936.9151415704,2200000.0
320,2456575.386530569,3000000.0
321,2391696.0545858825,2000000.0
322,1868628.6477155685,2300000.0
323,1808936.9151415704,2500000.0
324,1808936.9151415704,1800000.0
325,1260677.6476539094,800000.0
326,1527323.7539761653,1700000.0
327,2045052.10658842,1200000.0
328,2285374.558939713,3000000.0
329,2557235.3316542436,2500000.0
330,1808936.9151415704,2000000.0
